规范番号,系列,标题,AsiaMonstr文章日期,AsiaMonstr详情页,当前官网目录状态,官方资源HEAD地址,HTTP状态,Content-Type,Content-Length,历史记录位置,核查时间,确认结果,说明
ANIX-7,ANIX,"ANIX-07 Dream Melpure, Machida Minami","June 13, 2013",https://www.asiamonstr.com/giga/anix-07-dream-melpure-machida-minami.html,完整扫描未收录,https://www.giga-web.jp/db_titles/anix/anix07/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:43:57+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
ATHB-11,ATHB,ATHB-11 Super Windy Heroine Battle,"March 28, 2013",https://www.asiamonstr.com/giga/athb-11-super-windy-heroine-battle-rino-kamiya.html,完整扫描未收录,https://www.giga-web.jp/db_titles/athb/athb11/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:43:59+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
AVGP-9,AVGP,AVGP-009 Kidou Sentai Ranger Cross,"February 12, 2013",https://www.asiamonstr.com/giga/avgp-009-kidou-sentai-ranger-cross.html,完整扫描未收录,https://www.giga-web.jp/db_titles/avgp/avgp009/pac_s.jpg,200,image/jpeg,154163,,2026-09-12T21:44:01+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
DHRY-17,DHRY,DHRY-17 Doujin Heroine 16 -Blue Fenril/Ryo Aoi,"July 7, 2021",https://www.asiamonstr.com/giga/dhry-17-doujin-heroine-16-blue-fenril-ryo-aoi.html,完整扫描未收录,https://www.giga-web.jp/db_titles/dhry/dhry17/pac_s.jpg,200,image/jpeg,89773,0f1fe95ab25224f11cfd8fe304a3ed14a4fdd3ec:public/data/catalog.json; 8104579b6cc7411748b1685868af22e5b8d0dd77:public/data/catalog.json; D:\giga-catalog\data.json:video 981; D:\giga-catalog\links.json:key DHRY-17; b2f7a3e714bd49d9fa8c262d4460ce09c5286ec0:public/data/catalog.json; b8c1609c6eab57a96d6486d18175d4ee1c52d257:public/data/catalog.json; fb07a3ad9a69a3a57c96eab4405e1d5f45c507ed:public/data/catalog.json,2026-09-12T21:44:01+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
DHRY-18,DHRY,DHRY-18 Doujin Heroine 17 Mai Hidaka -Shameful Bondage,"July 22, 2021",https://www.asiamonstr.com/giga/dhry-18-doujin-heroine-17-mai-hidaka-shameful-bondage.html,完整扫描未收录,https://www.giga-web.jp/db_titles/dhry/dhry18/pac_s.jpg,200,image/jpeg,87378,,2026-09-12T21:44:01+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
DHRY-8,DHRY,DHRY-08 Doujin Heroine 08 Female Investigator,"September 4, 2020",https://www.asiamonstr.com/giga/dhry-08-doujin-heroine-08-female-investigator-rei-fujisawa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/dhry/dhry08/pac_s.jpg,200,image/jpeg,288047,,2026-09-12T21:44:02+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GAMD-2,GAMD,"GAMD-02 Naked Heroine Ace Act2 – The Madoka War, Kanamori Mina","May 1, 2013",https://www.asiamonstr.com/giga/gamd-02-naked-heroine-ace-act2-the-madoka-war-kanamori-mina.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gamd/gamd02/pac_s.jpg,200,image/jpeg,72340,,2026-09-12T21:44:02+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GATE-39,GATE,GATE-39 Naked heroine Asada banana,"February 16, 2013",https://www.asiamonstr.com/giga/gate-39-naked-heroine-asada-banana.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gate/gate39/pac_s.jpg,200,image/jpeg,318787,,2026-09-12T21:44:02+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDBS-22,GDBS,GDBS-22 The Highlights Of Gigantic Heroine,"October 21, 2017",https://www.asiamonstr.com/giga/gdbs-22-the-highlights-of-gigantic-heroine.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdbs/gdbs22/pac_s.jpg,200,image/jpeg,73921,,2026-09-12T21:44:03+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDBS-30,GDBS,GDBS-30 Highlights of Yellow Sentai,"March 28, 2015",https://www.asiamonstr.com/giga/gdbs-30-highlights-of-yellow-sentai.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdbs/gdbs30/pac_s.jpg,200,image/jpeg,94206,,2026-09-12T21:44:03+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDBS-31,GDBS,GDBS-31 Highlights of Blue Sentai,"December 2, 2017",https://www.asiamonstr.com/giga/gdbs-31-highlights-of-blue-sentai.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdbs/gdbs31/pac_s.jpg,200,image/jpeg,98524,,2026-09-12T21:44:03+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDBS-32,GDBS,GDBS-32 Highlights of Melpure and Beautiful Heroines,"December 4, 2017",https://www.asiamonstr.com/giga/gdbs-32-highlights-of-melpure-and-beautiful-heroines.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdbs/gdbs32/pac_s.jpg,200,image/jpeg,90238,,2026-09-12T21:44:04+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDBS-39,GDBS,GDBS-39 Best of Yurina Ayashiro,"June 7, 2017",https://www.asiamonstr.com/giga/gdbs-39-best-of-yurina-ayashiro.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdbs/gdbs39/pac_s.jpg,200,image/jpeg,398578,,2026-09-12T21:44:04+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDBS-47,GDBS,GDBS-47 THE DIGEST OF G1 GRAND PRIX,"November 14, 2017",https://www.asiamonstr.com/giga/gdbs-47-the-digest-of-g1-grand-prix.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdbs/gdbs47/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:44:04+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
GDSC-11,GDSC,GDSC-11 Super Lady,"April 10, 2013",https://www.asiamonstr.com/giga/gdsc-11-super-lady.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc11/pac_s.jpg,200,image/jpeg,17784,,2026-09-12T21:44:06+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-22,GDSC,GDSC-22 Female Sworder Rafina,"September 6, 2013",https://www.asiamonstr.com/giga/gdsc-22-female-sworder-rafina-kren-uehara.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc22/pac_s.jpg,200,image/jpeg,69624,,2026-09-12T21:44:06+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-25,GDSC,"GDSC-25 Gosoldier Soldier Pink, Moe Fujisaki","October 9, 2013",https://www.asiamonstr.com/giga/gdsc-25-gosoldier-soldier-pink-moe-fujisaki.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc25/pac_s.jpg,200,image/jpeg,253449,,2026-09-12T21:44:06+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-29,GDSC,GDSC-29 Beauty God Christina,"October 12, 2013",https://www.asiamonstr.com/giga/gdsc-29-beauty-god-christina-tomomi-motozawa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc29/pac_s.jpg,200,image/jpeg,58568,,2026-09-12T21:44:07+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-38,GDSC,"GDSC-38 Daytona Pink The Electroshock Cunnilingus Hell, Yurina Ayashiro","January 3, 2014",https://www.asiamonstr.com/giga/gdsc-38-daytona-pink-the-electroshock-cunnilingus-hell-yurina-ayashiro.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc38/pac_s.jpg,200,image/jpeg,262779,,2026-09-12T21:44:07+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-39,GDSC,"GDSC-39 Lui, the Attractive Investigator","December 16, 2013",https://www.asiamonstr.com/giga/gdsc-39-lui-the-attractive-investigator-an-mizuki.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc39/pac_s.jpg,200,image/jpeg,98948,,2026-09-12T21:44:07+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-43,GDSC,"GDSC-43 SUPERLADY, Rena Konishi","January 21, 2014",https://www.asiamonstr.com/giga/gdsc-43-superlady-rena-konishi.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc43/pac_s.jpg,200,image/jpeg,232699,,2026-09-12T21:44:08+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-44,GDSC,"GDSC-44 Marvelous Mask, Leg Fetish, Shizuku Hasegawa","February 3, 2014",https://www.asiamonstr.com/giga/gdsc-44-marvelous-mask-leg-fetish-shizuku-hasegawa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc44/pac_s.jpg,200,image/jpeg,80176,,2026-09-12T21:44:08+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GDSC-50,GDSC,"GDSC-50 Kunoichi Homura, Chizuru Sakura","March 31, 2014",https://www.asiamonstr.com/giga/gdsc-50-kunoichi-homura-chizuru-sakura.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gdsc/gdsc50/pac_s.jpg,200,image/jpeg,18701,,2026-09-12T21:44:08+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-2,GEXP,GEXP-02 New Star Unit Ryuseiger After story,"April 30, 2013",https://www.asiamonstr.com/giga/gexp-02-new-star-unit-ryuseiger-after-story.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp02/pac_s.jpg,200,image/jpeg,68133,,2026-09-12T21:44:09+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-37,GEXP,GEXP-37 Black Dress Temptation 2 Holy Peach Contaminated,"February 18, 2013",https://www.asiamonstr.com/giga/gexp-37-black-dress-temptation-2-holy-peach-contaminated-by-evil.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp37/pac_s.jpg,200,image/jpeg,107002,,2026-09-12T21:44:09+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-38,GEXP,GEXP-38 SPLENDID GIRL,"April 11, 2013",https://www.asiamonstr.com/giga/gexp-38-splendid-girl-nakayama-erisu-aoi-nomarin.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp38/pac_s.jpg,200,image/jpeg,74676,,2026-09-12T21:44:09+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-45,GEXP,GEXP-45 Cyber Special Agent Inspector Ablaze,"April 22, 2013",https://www.asiamonstr.com/giga/gexp-45-cyber-special-agent-inspector-ablaze-nagao-miwa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp45/pac_s.jpg,200,image/jpeg,72579,,2026-09-12T21:44:10+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-46,GEXP,GEXP-46 Witch Beautiful Fighter Fontane,"April 22, 2013",https://www.asiamonstr.com/giga/gexp-46-witch-beautiful-fighter-fontane-oohori-kana.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp46/pac_s.jpg,200,image/jpeg,20878,,2026-09-12T21:44:10+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-55,GEXP,GEXP-55 Heroine Insulting Combatant Back Miss Mershal,"June 10, 2013",https://www.asiamonstr.com/giga/gexp-55-heroine-insulting-combatant-back-miss-mershal-nagao-miwa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp55/pac_s.jpg,200,image/jpeg,112587,,2026-09-12T21:44:10+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-62,GEXP,GEXP-62 Evil High-Ranking Member And Heroine Intersecting,"February 19, 2013",https://www.asiamonstr.com/giga/gexp-62-evil-high-ranking-member-and-heroine-intersecting.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp62/pac_s.jpg,200,image/jpeg,100110,,2026-09-12T21:44:11+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GEXP-71,GEXP,GEXP-71 Witch Beautiful Girl Fighter Fontane,"June 26, 2013",https://www.asiamonstr.com/giga/gexp-71-witch-beautiful-girl-fighter-fontane-the-strongest-enemy-panty-killer-fujiwara-hitomi.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp71/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:44:11+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
GEXP-95,GEXP,GEXP-95 Heroine White Eye Blackout Hell – Invincible Unit Earth Ranger,"February 19, 2013",https://www.asiamonstr.com/giga/gexp-95-heroine-white-eye-blackout-hell-invincible-unit-earth-ranger.html,完整扫描未收录,https://www.giga-web.jp/db_titles/gexp/gexp95/pac_s.jpg,200,image/jpeg,82583,,2026-09-12T21:44:12+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GGTB-25,GGTB,GGTB-25 Heroine Cunnilingus Torture The Fighter,"November 7, 2015",https://www.asiamonstr.com/giga/ggtb-25-heroine-cunnilingus-torture-the-fighter-of-love-and-peace-aphrodite-hitomi-maisaka.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ggtb/ggtb25/pac_s.jpg,200,image/jpeg,94031,,2026-09-12T21:44:13+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-18,GHKO,GHKO-18 Heroine Bondage -SUPER WOMAN RELIA,"November 26, 2016",https://www.asiamonstr.com/giga/ghko-18-heroine-bondage-super-woman-relia-chitose-yura.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko18/pac_s.jpg,200,image/jpeg,279166,,2026-09-12T21:44:13+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-29,GHKO,GHKO-29 THE SUPERLADY,"December 17, 2016",https://www.asiamonstr.com/giga/ghko-29-the-superlady-maki-hoshikawa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko29/pac_s.jpg,200,image/jpeg,90771,,2026-09-12T21:44:13+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-3,GHKO,GHKO-03 Queen Decker The Trap of Hypnosis Insult,"October 9, 2016",https://www.asiamonstr.com/giga/ghko-03-queen-decker-trap-hypnosis-insult-aya-miyazaki-urea-sakuraba.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko03/pac_s.jpg,200,image/jpeg,327086,,2026-09-12T21:44:14+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-5,GHKO,GHKO-05 Justice Low-Ranking Fighter Torture,"September 24, 2016",https://www.asiamonstr.com/giga/ghko-05-justice-low-ranking-fighter-torture-hell-mai-miori-hitomi-maisaka-izumi-asato-yui-misaki-ririko-otonagi.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko05/pac_s.jpg,200,image/jpeg,327827,,2026-09-12T21:44:14+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-57,GHKO,GHKO-57 Female Cadre Ruin Story,"February 26, 2017",https://www.asiamonstr.com/giga/ghko-57-female-cadre-ruin-story-yuri-nikaidou.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko57/pac_s.jpg,200,image/jpeg,101394,,2026-09-12T21:44:14+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-58,GHKO,GHKO-58 SUPER MORPHINE IRON RANGER -IRON RANGER,"February 26, 2017",https://www.asiamonstr.com/giga/ghko-58-super-morphine-iron-ranger-iron-ranger-destruction-crisis-the-trap-of-witch-lizera-natsuko-mishima-rina-utimura.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko58/pac_s.jpg,200,image/jpeg,119045,,2026-09-12T21:44:15+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-60,GHKO,GHKO-60 Pretty Luminous,"March 10, 2017",https://www.asiamonstr.com/giga/ghko-60-pretty-luminous-natsuko-mishima-karen-sakisaka.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko60/pac_s.jpg,200,image/jpeg,279590,,2026-09-12T21:44:15+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-67,GHKO,GHKO-67 Tentacle Monster Swallowing Torture Sailor Flare,"March 27, 2017",https://www.asiamonstr.com/giga/ghko-67-tentacle-monster-swallowing-torture-sailor-flare-reina-shirogane.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko67/pac_s.jpg,200,image/jpeg,318838,,2026-09-12T21:44:15+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-69,GHKO,GHKO-69 Sailor Troopers modern – Domination Hell,"April 16, 2017",https://www.asiamonstr.com/giga/ghko-69-sailor-troopers-modern-domination-hell-yua-imai-airi-seto-ai-tsukimoto-shijimi-kanon-kuga.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko69/pac_s.jpg,200,image/jpeg,105819,,2026-09-12T21:44:16+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-78,GHKO,GHKO-78 Infernal Slave Heroine Camp -Wonder Lady,"May 4, 2017",https://www.asiamonstr.com/giga/ghko-78-infernal-slave-heroine-camp-wonder-lady-reina-shirogane.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko78/pac_s.jpg,200,image/jpeg,317946,,2026-09-12T21:44:16+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-79,GHKO,GHKO-79 Sailor Prism Again – Devil Tentacle Pot Hell,"May 4, 2017",https://www.asiamonstr.com/giga/ghko-79-sailor-prism-again-devil-tentacle-pot-hell-nagomi-haruna-ayane-harura-mori.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko79/pac_s.jpg,200,image/jpeg,126672,,2026-09-12T21:44:16+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-91,GHKO,GHKO-91 American Comic Heroine-GO！GO！POWER WOMAN,"June 4, 2017",https://www.asiamonstr.com/giga/ghko-91-american-comic-heroine-go%ef%bc%81go%ef%bc%81power-woman-yuri-nikaidou.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko91/pac_s.jpg,200,image/jpeg,509850,,2026-09-12T21:44:17+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKO-97,GHKO,GHKO-97 New Female Combatant Nylon66,"June 18, 2017",https://www.asiamonstr.com/giga/ghko-97-new-female-combatant-nylon66.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghko/ghko97/pac_s.jpg,200,image/jpeg,451953,,2026-09-12T21:44:17+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-16,GHKP,GHKP-16 Future Ninja Nintector-Beautiful Ninja Pleasure Torture,"August 3, 2017",https://www.asiamonstr.com/giga/ghkp-16-future-ninja-nintector-beautiful-ninja-pleasure-torture-natsuko-mishima.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp16/pac_s.jpg,200,image/jpeg,351345,,2026-09-12T21:44:17+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-31,GHKP,GHKP-31 Art Guardian Mio VS Monster Namenba,"September 11, 2017",https://www.asiamonstr.com/giga/ghkp-31-art-guardian-mio-vs-monster-namenba-reina-shirogane-rei-tokunaga-ichika-hayano.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp31/pac_s.jpg,200,image/jpeg,274883,,2026-09-12T21:44:18+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-33,GHKP,GHKP-33 Ray Storm Akari Mitani,"September 29, 2017",https://www.asiamonstr.com/giga/ghkp-33-ray-storm-akari-mitani.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp33/pac_s.jpg,200,image/jpeg,255030,,2026-09-12T21:44:18+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-4,GHKP,GHKP-04 Freshness Melpure Pure Healing -Pleasure Hell Fallen,"July 6, 2017",https://www.asiamonstr.com/giga/ghkp-04-freshness-melpure-pure-healing-pleasure-hell-fallen-to-the-darkness-mia-shizuku.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp04/pac_s.jpg,200,image/jpeg,130210,,2026-09-12T21:44:18+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-42,GHKP,GHKP-42 Cruel Shame Domination Asterios,"November 4, 2017",https://www.asiamonstr.com/giga/ghkp-42-cruel-shame-domination-asterios-kaho-shibuya.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp42/pac_s.jpg,200,image/jpeg,313628,,2026-09-12T21:44:18+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-49,GHKP,GHKP-49 Beautiful Witch Girl Rena,"November 16, 2017",https://www.asiamonstr.com/giga/ghkp-49-beautiful-witch-girl-rena.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp49/pac_s.jpg,200,image/jpeg,358866,,2026-09-12T21:44:19+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-57,GHKP,GHKP-57 Priestess Fighter Kaguya,"December 22, 2017",https://www.asiamonstr.com/giga/ghkp-57-priestess-fighter-kaguya-miyu-saito.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp57/pac_s.jpg,200,image/jpeg,270009,,2026-09-12T21:44:19+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-58,GHKP,"GHKP-58 Wonder Stella Akari Mitani, Rina Utimura","December 17, 2017",https://www.asiamonstr.com/giga/ghkp-58-wonder-stella-akari-mitani-rina-utimura.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp58/pac_s.jpg,200,image/jpeg,220461,,2026-09-12T21:44:19+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-6,GHKP,GHKP-06 Superheroine Domination Hell 31 -Beautiful Witch Girl,"July 14, 2017",https://www.asiamonstr.com/giga/ghkp-06-superheroine-domination-hell-31-beautiful-witch-girl-fontaine-kaho-shibuya.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp06/pac_s.jpg,200,image/jpeg,110556,,2026-09-12T21:44:20+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-60,GHKP,GHKP-60 Female Cadre Zora -Hero Insult- Zora’s Birth Story,"December 25, 2017",https://www.asiamonstr.com/giga/ghkp-60-female-cadre-zora-hero-insult-zoras-birth-story-sesera-harukawa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp60/pac_s.jpg,200,image/jpeg,104979,,2026-09-12T21:44:20+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-66,GHKP,GHKP-66 Love Fighter Battler K,"January 15, 2018",https://www.asiamonstr.com/giga/ghkp-66-love-fighter-battler-k-kaho-shibuya.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp66/pac_s.jpg,200,image/jpeg,275950,,2026-09-12T21:44:20+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-74,GHKP,GHKP-74 Female Cadre Zora -Hero Insult-,"January 29, 2018",https://www.asiamonstr.com/giga/ghkp-74-female-cadre-zora-hero-insult-mai-tamaki.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp74/pac_s.jpg,200,image/jpeg,102009,,2026-09-12T21:44:21+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
GHKP-79,GHKP,GHKP-79 Tales of Vastinarve -Episode. ZERO-,"February 11, 2018",https://www.asiamonstr.com/giga/ghkp-79-tales-of-vastinarve-episode-zero.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ghkp/ghkp79/pac_s.jpg,200,image/jpeg,496225,,2026-09-12T21:44:21+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
